Gene,highly_variable
SPTBN4,False
SHKBP1,False
LTBP4,False
ITPKC,False
SNRPA,False
MIA,False
RAB4B,False
AXL,False
HNRNPUL1,False
CCDC97,False
TMEM91,False
RPS19,False
CD79A,True
ARHGEF1,False
ZNF574,False
ZNF526,False
CIC,False
PRR19,False
TMEM145,False
MEGF8,True
LIPE-AS1,False
TEX101,False
ZNF575,False
PINLYP,False
ZNF283,False
RP11-15A1.2,False
ZNF221,True
ZNF230,False
ZNF284,False
ZNF224,False
ZNF225,False
ZNF234,True
ZNF226,False
ZNF227,False
ZNF233,False
PVR,False
CEACAM19,True
BCAM,False
PVRL2,False
TOMM40,False
APOE,True
APOC1,False
CLPTM1,False
RELB,True
CLASRP,False
MARK4,False
CD3EAP,False
FOSB,True
PPM1N,False
VASP,False
QPCTL,False
AC092301.3,True
CCDC61,False
HIF3A,False
PPP5C,False
CALM3,False
DACT3-AS1,False
ARHGAP35,False
NPAS1,True
SAE1,False
CCDC9,False
PRR24,False
DHX34,False
NAPA-AS1,False
EHD2,False
GLTSCR2,False
SEPW1,False
C19orf68,False
ZNF114,False
EMP3,True
GRIN2D,False
GRWD1,False
KCNJ14,False
CYTH2,False
SPHK2,False
PPP1R15A,True
NUCB1,False
DHDH,False
BAX,False
FTL,False
RUVBL2,False
SNRNP70,False
LIN7B,False
PPFIA3,False
TRPM4,True
AC010524.4,True
DKKL1,True
GFY,True
ALDH16A1,False
RPL13A,False
RPS11,False
FCGRT,False
PRRG2,True
PRR12,False
SCAF1,False
BCL2L12,False
PRMT1,False
ADM5,False
CPT1C,False
AP2A1,False
AC006942.4,False
MED25,False
PTOV1,False
TBC1D17,False
ATF5,False
CTD-2126E3.4,False
NR1H2,False
POLD1,False
EMC10,False
C19orf81,True
CLEC11A,False
IGLON5,False
ZNF175,True
PPP2R1A,False
ZNF766,False
ZNF480,False
ZNF610,True
ZNF880,False
ZNF528,False
ZNF534,False
ZNF578,False
ZNF808,False
ZNF701,False
CTD-2245F17.3,False
ZNF845,False
ZNF331,True
MYADM,True
PRKCG,False
CACNG7,False
CACNG8,True
NDUFA3,False
PRPF31,False
CNOT3,False
TSEN34,False
CTD-3093M3.1,False
RPS9,False
TTYH1,True
LENG8,False
NLRP2,False
EPS8L1,False
BRSK1,False
SUV420H2,False
RPL28,False
ZNF628,False
NAT14,False
ZNF524,False
ZNF865,False
CCDC106,False
U2AF2,False
EPN1,False
ZNF444,False
GALP,False
ZNF582-AS1,False
ZNF583,False
ZNF667-AS1,False
ZNF471,True
ZFP28,False
ZNF470,False
ZNF71,False
SMIM17,False
AC007228.5,False
MIMT1,True
ZNF264,False
AURKC,True
ZNF805,False
CTC-444N24.8,False
ZNF460,True
CTC-444N24.11,False
ZNF543,False
ZNF304,False
TRAPPC2P1,False
ZNF749,False
ZNF549,False
ZIK1,False
ZNF530,False
ZNF134,False
ZNF211,False
ZNF776,False
ZNF587,False
CTD-2368P22.1,False
ZNF135,False
ZNF274,False
ZNF544,False
AC010642.1,False
ZSCAN22,True
A1BG-AS1,False
RPS5,False
ZNF584,False
ZNF324B,False
ZNF324,False
ZNF446,False
TRIM28,False
AC016629.8,False
SH3YL1,False
TMEM18,False
RP13-539J13.1,True
PXDN,False
MYT1L,True
TSSC1,False
TRAPPC12-AS1,False
ADI1,False
RNASEH1,False
RP11-439M11.1,False
KIDINS220,True
MBOAT2,False
ITGB1BP1,False
ADAM17,False
YWHAQ,False
RP11-254F7.2,False
ODC1,False
NOL10,False
RP11-791G15.2,False
PDIA6,False
ROCK2,False
E2F6,False
NBAS,False
MYCNOS,False
FAM49A,True
RAD51AP2,True
SMC6,False
RP11-111J6.2,False
RDH14,False
OSR1,False
TTC32,True
WDR35,False
MATN3,False
LAPTM4A,False
SDC1,False
PUM2,False
HS1BP3,False
RP11-130L8.1,False
C2orf43,False
AC068490.2,True
ATAD2B,False
C2orf44,False
SF3B14,False
TP53I3,True
PFN4,False
ITSN2,False
PTRHD1,False
ADCY3,True
DNAJC27,False
POMC,False
RP11-458N5.1,True
DNMT3A,False
DTNB,False
ASXL2,True
KIF3C,False
HADHA,False
AGBL5-AS1,False
RP11-503P10.1,False
RP11-195B17.1,True
OST4,False
CGREF1,False
PREB,False
SLC5A6,False
UCN,False
MPV17,False
GTF3C2,False
EIF2B4,False
ZNF513,False
PPM1G,False
IFT172,False
FNDC4,False
CCDC121,True
SUPT7L,False
RBKS,False
RP11-713D19.1,False
TRMT61B,False
GALNT14,False
CAPN14,False
MEMO1,True
DPY30,False
RP11-563N4.1,False
FAM98A,False
RP11-490M8.1,True
FEZ2,False
AC007382.1,False
STRN,False
HEATR5B,True
EIF2AK2,True
CEBPZ,False
PRKD3,True
CDC42EP3,True
ATL2,False
HNRNPLL,False
SRSF7,False
DHX57,False
AC019171.1,False
SOS1,False
MAP4K3,False
THUMPD2,True
SLC8A1,False
COX7A2L,False
OXER1,True
HAAO,True
THADA,True
LRPPRC,False
RP11-559M23.1,False
PREPL,False
SIX3-AS1,True
SRBD1,False
ATP6V1E2,True
PIGF,False
MCFD2,False
CALM2,False
AC073283.4,False
KCNK12,True
FBXO11,False
RP11-191L17.1,False
NRXN1,True
GPR75-ASB3,False
PSME4,False
RTN4,False
CLHC1,False
MTIF2,False
CCDC88A,False
SMEK2,False
PNPT1,False
EFEMP1,False
AC011306.2,True
FANCL,False
BCL11A,True
PUS10,False
USP34,False
XPO1,False
FAM161A,True
CCT4,False
TMEM17,False
AC009501.4,False
WDPCP,True
VPS54,True
PELI1,False
AC008074.3,False
RP11-568N6.1,True
SERTAD2,False
RAB1A,False
SPRED2,False
MEIS1-AS2,False
C1D,False
PPP3R1,False
CNRIP1,False
FBXO48,False
GFPT1,False
NFU1,False
RP11-427H3.3,False
AAK1,False
ASPRV1,False
PCBP1-AS1,False
AC016700.5,False
C2orf42,False
TIA1,False
SNRPG,False
FAM136A,False
ADD2,False
MCEE,False
PAIP2B,False
CYP26B1,False
EXOC6B,False
SFXN5,False
PRADC1,False
FBXO41,False
EGR4,True
TPRKB,False
DUSP11,False
BOLA3,False
MOB1A,False
DCTN1,False
C2orf81,False
RTKN,False
MOGS,False
CCDC142,False
PCGF1,False
AUP1,False
LOXL3,False
RP11-259N19.1,False
TACR1,True
GCFC2,False
LRRTM4,False
LRRTM1,False
SUCLG1,False
TGOLN2,False
RETSAT,False
CAPG,True
GGCX,False
TMEM150A,False
C2orf68,True
ST3GAL5,False
POLR1A,False
IMMT,False
REEP1,False
CHMP3,False
CD8A,False
KRCC1,False
EIF2AK3,True
MRPS5,False
ZNF514,False
RP11-440D17.3,False
LINC00342,False
ANKRD36C,False
DUSP2,False
STARD7,False
TMEM127,False
SNRNP200,False
KANSL3,False
LMAN2L,False
ANKRD23,True
ANKRD39,False
SEMA4C,False
FAM178B,False
FAHD2B,False
AC159540.1,False
ACTR1B,False
TMEM131,False
AC092675.3,False
COA5,False
MGAT4A,False
TSGA10,False
MITD1,False
LYG1,True
TXNDC9,False
REV1,False
AFF3,True
LONRF2,False
CHST10,False
TBC1D8,True
RNF149,False
CREG2,True
MFSD9,False
AC013727.1,True
LINC01114,True
LINC01158,True
TGFBRAP1,False
RP11-332H14.2,True
FHL2,True
UXS1,False
ST6GAL2,True
SH3RF3-AS1,False
SEPT10,True
NPHP1,True
LINC00116,True
BUB1,False
ANAPC1,False
ZC3H8,False
AC079922.3,False
CKAP2L,False
IL1B,True
PAX8,False
SLC35F5,False
RP11-141B14.1,False
DPP10-AS1,False
CCDC93,False
EN1,False
C1QL2,True
C2orf76,True
TMEM185B,False
CLASP1,False
NIFK,False
RP11-521O16.1,False
BIN1,False
CYP27C1,False
ERCC3,False
MAP3K2,False
IWS1,False
WDR33,False
RP5-935K16.1,False
POLR2D,False
AMMECR1L,False
SAP130,False
AC079586.1,False
CCDC74B,True
SMPD4,False
CCDC115,False
FAM168B,False
MZT2A,False
RP11-725P16.2,False
LYPD1,True
NCKAP5,True
TMEM163,False
CCNT2-AS1,False
ZRANB3,False
MCM6,True
DARS,False
CXCR4,True
LRP1B,False
AC092652.1,False
GTDC1,True
ZEB2,True
AC009480.3,False
ORC4,False
MMADHC,False
RND3,True
RBM43,True
NMI,False
ARL5A,False
CACNB4,False
STAM2,False
PRPF40A,False
RPRM,True
NR4A2,True
ACVR1C,False
AC019186.1,False
ACVR1,False
CCDC148,False
WDSUB1,False
BAZ2B,True
AC009961.3,False
CD302,False
RBMS1,False
DPP4,False
GCG,False
FAP,True
IFIH1,False
KCNH7,False
FIGN,False
GRB14,False
COBLL1,False
SCN3A,True
TTC21B,False
SCN1A,False
SCN9A,False
STK39,True
SPC25,False
LRP2,True
FASTKD1,False
CCDC173,False
METTL5,False
TLK1,False
METTL8,False
SLC25A12,False
DLX2,True
SP3,False
OLA1,False
CIR1,False
GPR155,False
WIPF1,False
CHN1,False
ATF2,False
ATP5G3,False
KIAA1715,False
NFE2L2,True
TTC30B,False
TTC30A,True
PDE11A,False
PRKRA,False
FKBP7,False
SESTD1,False
ZNF385B,False
CWC22,False
CERKL,False
NEUROD1,False
PDE1A,True
FRZB,True
NCKAP1,False
AC097500.2,False
RP11-410E4.1,False
TFPI,False
COL5A2,False
SLC40A1,False
OSGEPL1,False
RP11-455J20.3,False
ORMDL1,False
HIBCH,False
RP11-647K16.1,False
TMEM194B,False
STAT1,True
TMEFF2,True
DNAH7,True
STK17B,True
HECW2,False
GTF3C3,False
PGAP1,True
ANKRD44,False
SF3B1,False
HSPD1,False
RFTN2,False
SATB2,True
TYW5,False
KCTD18,False
CLK1,False
PPIL3,False
ORC2,True
FAM126B,False
TRAK2,False
TMEM237,False
ALS2,False
RP11-107N15.1,False
AC079354.5,False
SUMO1,False
RP11-686O6.2,False
ICA1L,False
WDR12,False
RAPH1,False
INO80D,False
NDUFS1,False
GPR1,True
MDH1B,True
KLF7,False
METTL21A,False
FZD5,False
AC096772.6,False
PLEKHM3,False
CRYGD,False
CRYGC,False
C2orf80,True
IDH1,False
KANSL1L,False
ACADL,False
LANCL1,False
ERBB4,True
IKZF2,False
BARD1,True
FN1,False
MREG,False
PECR,False
MARCH4,False
IGFBP5,True
DIRC3,False
TNS1,False
AAMP,False
TMBIM1,False
USP37,False
RP11-548H3.1,False
ZNF142,False
RNF25,False
RP11-33O4.1,True
CNPPD1,False
ATG9A,False
GLB1L,False
TUBA4A,False
PTPRN,False
DNPEP,False
CHPF,False
RP11-256I23.1,False
OBSL1,False
EPHA4,True
PAX3,False
RP11-384O8.1,True
RP11-16P6.1,False
FARSB,False
SCG2,True
AP1S3,False
WDFY1,False
SERPINE2,False
CUL3,False
DOCK10,False
IRS1,True
SPHKAP,False
PID1,False
DNER,True
TRIP12,False
SLC16A14,False
SP110,False
NCL,False
PDE6D,False
NPPC,True
ECEL1,False
TIGD1,False
NGEF,True
USP40,False
HJURP,False
ARL4C,True
GBX2,False
ASB18,False
IQCA1,True
AC105760.2,True
ILKAP,False
AC016757.3,False
HES6,True
PER2,False
HDAC4,True
NDUFA10,False
MYEOV2,False
OTOS,True
AC110619.2,False
KIF1A,False
MTERFD2,False
PASK,False
HDLBP,False
STK25,False
THAP4,False
DTYMK,False
AC131097.4,False
ACP1,False
TRAPPC12,False
AC142528.1,True
RNASEH1-AS1,False
RPS7,False
COLEC11,False
SOX11,True
AC010729.2,False
DKFZP761K2322,False
RNF144A,False
RP11-557L19.1,False
AC092580.4,False
ID2,True
ASAP2,False
CPSF3,False
IAH1,False
RP11-214N9.1,False
TAF1B,False
RP11-95D17.1,False
GRHL1,False
KLF11,False
RP11-254F7.4,False
RRM2,True
HPCAL1,False
RP11-320M2.1,False
RN7SL832P,False
KCNF1,False
PQLC3,False
GREB1,False
LPIN1,True
TRIB2,False
DDX1,False
MYCN,True
VSNL1,True
GEN1,False
RP11-79O8.1,True
RHOB,True
KLHL29,False
UBXN2A,False
FKBP1B,False
FAM228B,False
RP11-507M3.1,True
AC009228.1,False
NCOA1,False
CENPO,False
RP11-443B20.1,False
DNAJC27-AS1,False
EFR3B,False
RP11-509E16.1,False
RAB10,False
GAREML,False
HADHB,False
EPT1,False
DRC1,True
C2orf70,False
KCNK3,False
CENPA,True
DPYSL5,False
MAPRE3,True
TMEM214,False
AGBL5,False
EMILIN1,False
KHK,False
ATRAID,False
CAD,False
SNX17,False
NRBP1,False
KRTCAP3,False
ZNF512,False
GPN1,False
SLC4A1AP,False
MRPL33,False
BRE,False
FOSL2,False
PPP1CB,False
WDR43,False
CLIP4,False
YPEL5,False
LBH,False
LCLAT1,False
EHD3,False
CTC-336P14.1,True
SPAST,False
SLC30A6,False
YIPF4,False
AL133245.2,True
BIRC6,False
TTC27,False
LTBP1,False
CRIM1,True
GPATCH11,False
CEBPZ-AS1,False
NDUFAF7,False
QPCT,False
RMDN2,False
GALM,True
GEMIN6,True
MORN2,False
ARHGEF33,False
AC007246.3,False
TMEM178A,True
SLC8A1-AS1,False
PKDCC,False
EML4,False
MTA3,False
AC010883.5,False
PLEKHH2,False
DYNC2LI1,False
PPM1B,False
CAMKMT,False
SIX3,True
PRKCE,False
EPAS1,False
RHOQ,False
CRIPT,False
SOCS5,False
TTC7A,False
BCYRN1,False
EPCAM,False
MSH2,False
AC138655.1,False
MSH6,False
FOXN2,False
PPP1R21,False
CHAC2,False
ERLEC1,False
ACYP2,False
SPTBN1,False
EML6,True
RPS27A,False
AC012358.8,False
CCDC104,False
RP11-554J4.1,False
CCDC85A,False
VRK2,False
RP11-334G22.1,True
LINC01122,True
PAPOLG,True
REL,False
PEX13,False
KIAA1841,False
AHSA2,True
RP11-355B11.2,False
AC107081.5,False
COMMD1,False
B3GNT2,True
EHBP1,True
OTX1,True
MDH1,False
UGP2,False
AC074289.1,True
LGALSL,False
AFTPH,False
SLC1A4,False
CEP68,False
ACTR2,False
MEIS1,False
ETAA1,False
PNO1,False
RP11-474G23.2,True
RP11-474G23.3,False
APLF,True
ANTXR1,False
ANXA4,False
GMCL1,False
SNRNP27,False
MXD1,False
PCBP1,False
PCYOX1,False
VAX2,False
NAGK,False
MPHOSPH10,False
ZNF638,False
SPR,False
EMX1,True
SMYD5,True
CCT7,False
ALMS1,False
STAMBP,False
DGUOK,False
TET3,False
BOLA3-AS1,False
MTHFD2,True
DCTN1-AS1,True
WDR54,False
TTC31,True
HTRA2,False
DOK1,False
SEMA4F,False
HK2,False
POLE4,False
MRPL19,False
RP11-342K6.4,True
CTNNA2,True
DNAH6,True
TMSB10,True
KCMF1,False
TCF7L1,True
ELMOD3,False
SH2D6,False
MAT2A,False
VAMP8,True
VAMP5,True
RNF181,False
USP39,False
ATOH8,True
PTCD3,False
RP11-301O19.1,False
MRPL35,False
KDM3A,False
RMND5A,True
THNSL2,False
AC062029.1,False
RPIA,False
CH17-132F21.1,False
ZNF2,False
AC092835.2,False
KCNIP3,False
FAHD2A,False
CIAO1,False
ITPRIPL1,False
NCAPH,False
ARID5A,False
CNNM4,False
CNNM3,True
ANKRD36,False
COX5B,False
LINC01125,True
CNGA3,False
INPP4A,False
UNC50,False
C2orf15,False
EIF5B,False
RP11-527J8.1,False
AC092667.2,False
PDCL3,False
NPAS2,False
RPL31,False
RP11-299H21.1,False
CNOT11,False
MAP4K4,False
TMEM182,False
RP11-76I14.1,True
AC068535.2,True
LINC01102,False
AC068057.1,True
POU3F3,True
MRPS9,False
AC104655.3,False
AC012360.4,True
C2orf49,False
NCK2,False
C2orf40,True
SULT1C4,False
GCC2,False
LIMS1,False
RANBP2,False
CCDC138,False
SH3RF3,False
SOWAHC,False
LINC01123,False
BCL2L11,False
MERTK,False
TMEM87B,False
FBLN7,False
ZC3H6,False
TTL,False
POLR1B,False
CHCHD5,False
SLC20A1,False
PSD4,False
RP11-65I12.1,False
CBWD2,False
RABL2A,False
ACTR3,False
DPP10,False
DDX18,False
AC009404.2,False
INSIG2,False
DBI,True
PTPN4,False
EPB41L5,True
RALB,False
INHBB,True
GLI2,True
NIFK-AS1,True
TSN,False
CNTNAP5,True
GYPC,True
RP11-521O16.2,False
AC068282.3,False
SFT2D3,False
RP11-395A13.2,False
UGGT1,False
MZT2B,False
IMP4,False
PTPN18,False
AMER3,False
ARHGEF4,False
PLEKHB2,False
CCDC74A,False
C2orf27A,False
GPR39,True
MGAT5,False
CCNT2,False
RAB3GAP1,False
R3HDM1,False
UBXN4,False
HNMT,True
SPOPL,False
ARHGAP15,False
ZEB2-AS1,False
AC010090.1,False
ACVR2A,True
MBD5,False
EPC2,False
KIF5C,False
LYPD6B,True
LYPD6,False
AC144449.1,False
RIF1,False
FMNL2,False
ARL6IP6,True
GALNT13,True
KCNJ3,False
GPD2,False
PKP4,False
TANC1,True
AC009506.1,True
MARCH7,False
TANK,False
PSMD14,False
TBR1,False
SLC4A10,False
GCA,False
SCN2A,True
CSRNP3,True
B3GALT1,False
CERS6,False
PPIG,False
KLHL23,False
SSB,False
UBR3,False
SP5,False
AC007405.6,False
GAD1,False
GORASP2,False
DCAF17,False
CYBRD1,False
DYNC1I2,False
AC068039.4,False
HAT1,True
METAP1D,False
DLX1,True
ITGA6,True
PDK1,True
RAPGEF4,False
MLTK,True
CDCA7,True
AC018470.4,False
SP9,True
SCRN3,False
AC010894.3,False
MTX2,False
HNRNPA3,False
AC079305.10,False
AGPS,False
RBM45,False
OSBPL6,False
RP11-65L3.1,False
AC009948.5,False
DFNB59,False
PLEKHA3,False
TTN-AS1,False
UBE2E3,False
SSFA2,False
DNAJC10,False
DUSP19,False
NUP35,False
RP11-438L19.1,True
ZNF804A,True
FSIP2,False
ZC3H15,False
ITGAV,False
FAM171B,False
GULP1,True
WDR75,False
ASNSD1,False
ANKAR,False
OSGEPL1-AS1,False
PMS1,False
INPP1,False
MFSD6,True
AC093388.3,False
NAB1,False
GLS,False
MYO1B,False
NABP1,False
SLC39A10,False
RP11-347P5.1,False
CCDC150,False
COQ10B,False
HSPE1,False
MOB4,False
PLCL1,False
C2orf69,False
C2orf47,False
SPATS2L,False
SGOL2,True
BZW1,False
RP11-469M7.1,True
NIF3L1,False
NDUFB3,False
CFLAR,False
STRADB,False
FZD7,True
AC079354.1,False
AC079354.2,True
NOP58,False
BMPR2,False
FAM117B,False
CARF,False
NBEAL1,False
CYP20A1,False
ABI2,False
PARD3B,True
NRP2,True
AC007383.3,False
AC007383.4,False
EEF1B2,False
ZDBF2,True
ADAM23,False
FASTKD2,False
AC008269.2,False
AC007879.4,False
CREB1,False
IDH1-AS1,False
PIKFYVE,False
MAP2,False
UNC80,False
RPE,False
RP11-260M2.1,True
AC007038.7,True
RP11-105N14.1,False
SPAG16,False
ATIC,False
TMEM169,False
XRCC5,False
RP11-566E18.3,False
SMARCAL1,False
RPL37A,False
IGFBP2,False
ARPC2,False
PNKD,False
CTDSP1,False
RQCD1,False
BCS1L,False
STK36,True
TTLL4,False
CDK5R2,False
FAM134A,False
ZFAND2B,False
ANKZF1,False
STK16,False
DNAJB2,False
AC053503.4,False
GMPPA,False
ASIC4,False
TMEM198,False
RP11-256I23.2,False
STK11IP,False
SLC4A3,False
CTD-2308L22.1,False
ACSL3,False
MRPL44,False
NYAP2,False
RP11-314B1.2,False
RHBDD1,False
MFF,False
AGFG1,False
FBXO36,False
CAB39,False
ITM2C,True
C2orf72,True
PSMD1,False
ARMC9,False
PTMA,False
COPS7B,False
DIS3L2,False
EIF4E2,False
EFHD1,True
GIGYF2,False
C2orf82,False
ATG16L1,False
DGKD,False
SH3BP4,False
AGAP1,False
COPS8,False
LRRFIP1,False
RAMP1,True
UBE2F,False
TRAF3IP1,False
ASB1,False
AC062017.1,False
GPC1,True
DUSP28,False
RNPEPL1,True
PPP1R7,False
SEPT2,True
FARP2,False
BOK,False
ATG4B,False
AC133528.2,False
ING5,False
D2HGDH,False
NEU4,False
C20orf96,False
RP5-1103G7.4,False
TBC1D20,True
CSNK2A1,False
TMEM74B,True
SDCBP2,False
AL136531.1,False
FKBP1A,False
NSFL1C,False
PDYN,False
SNRPB,True
IDH3B,False
CPXM1,False
PCED1A,False
AVP,True
UBOX5,False
LZTS3,False
DDRGK1,False
C20orf194,False
C20orf27,False
SPEF1,True
CENPB,False
RP11-119B16.2,False
RNF24,False
RASSF2,False
SLC23A2,False
TMEM230,False
PCNA,True
LINC00654,True
GPCPD1,False
TRMT6,False
TMX4,False
PAK7,True
SNAP25-AS1,False
MKKS,False
JAG1,False
RP4-742J24.2,False
TASP1,False
ESF1,False
FLRT3,True
KIF16B,False
RRBP1,True
SNX5,True
DZANK1,False
RBBP9,False
CRNKL1,True
RALGAPA2,False
NAPB,False
CST3,False
APMAP,False
ACSS1,True
ABHD12,False
NINL,True
NANP,False
ZNF337,False
RP4-610C12.3,False
BCL2L1,False
PDRG1,False
PLAGL2,True
C20orf112,False
C20orf203,False
COMMD7,False
CDK5RAP1,False
SNTA1,False
E2F1,True
PXMP4,False
EIF2S2,False
AHCY,True
PIGU,False
NCOA6,False
GGT7,False
GSS,False
TRPC4AP,False
EDEM2,False
MMP24-AS1,False
EIF6,False
UQCC1,False
GDF5,False
CPNE1,False
RBM39,False
SCAND1,False
LINC00657,False
NDRG3,False
DSN1,False
SOGA1,True
SAMHD1,False
RBL1,False
MROH8,False
GHRH,False
BLCAP,True
TTI1,False
KIAA1755,False
RP4-616B8.4,False
MAFB,True
ZHX3,False
EMILIN3,False
CHD6,True
PTPRT,False
OSER1,False
FITM2,True
SERINC3,False
ADA,False
RIMS4,False
TOMM34,False
MATN4,False
SDC4,False
WFDC3,False
TNNC2,False
ACOT8,False
NEURL2,False
PLTP,True
ZNF335,False
NCOA5,False
CDH22,False
SLC35C2,False
ELMO2,False
ZNF334,False
SLC13A3,False
TP53RK,False
ZMYND8,False
SULF2,True
PREX1,True
STAU1,False
ZNFX1,False
KCNB1,False
PTGIS,False
B4GALT5,False
SPATA2,False
UBE2V1,False
FAM65C,True
ADNP,True
DPM1,False
KCNG1,True
NFATC2,True
ATP9A,True
ZFP64,False
ZNF217,True
CBLN4,True
AURKA,False
BMP7,True
RP4-800J21.3,True
PMEPA1,True
GNAS-AS1,True
CTSZ,True
ATP5E,False
SLMO2,False
SYCP2,False
PPP1R3D,False
PSMA7,False
HRH3,False
LAMA5,False
CABLES2,False
TCFL5,False
DIDO1,False
YTHDF1,False
NKAIN4,True
CHRNA4,False
KCNQ2,True
EEF1A2,False
PTK6,False
HELZ2,False
GMEB2,False
STMN3,False
ARFRP1,False
ZBTB46,False
C20ORF135,True
UCKL1,False
ZNF512B,False
RGS19,False
C20orf201,False
ZCCHC3,False
SOX12,False
NRSN2,False
TRIB3,False
RBCK1,False
FAM110A,True
PSMF1,False
SNPH,False
SDCBP2-AS1,False
SIRPA,False
RP11-128M1.1,False
TMC2,False
NOP56,False
EBF4,False
VPS16,False
PTPRA,False
MRPS26,False
OXT,True
ITPA,False
ATRN,False
CDC25B,True
AP5S1,False
MAVS,False
PANK2,False
SMOX,False
PRNP,True
CDS2,False
C20orf196,False
CHGB,False
MCM8,False
CRLS1,False
BMP2,True
PLCB1,False
PLCB4,False
LAMP5,True
ANKEF1,False
SNAP25,True
SLX4IP,False
BTBD3,False
NDUFAF5,False
MACROD2,False
SNRPB2,False
PCSK2,True
DSTN,False
MGME1,False
PET117,False
CSRP2BP,False
ZNF133,True
POLR3F,False
SEC23B,False
LINC00493,False
DTD1,False
RP5-1068E13.7,True
SLC24A3,False
RIN2,True
NAA20,False
INSM1,True
RP5-1177M21.1,True
XRN2,False
NXT1,False
GZF1,False
SYNDIG1,True
ENTPD6,False
PYGB,False
GINS1,False
ZNF337-AS1,True
RP13-401N8.1,False
FRG1B,True
HM13,False
ID1,True
TPX2,True
XKR7,False
CCM2L,True
TM9SF4,False
POFUT1,False
KIF3B,False
ASXL1,False
DNMT3B,False
MAPRE1,False
RP5-1085F17.3,False
CBFA2T2,True
ACTL10,False
ZNF341,False
CHMP4B,True
RALY,False
ITCH,True
DYNLRB1,False
MAP1LC3A,False
TP53INP2,False
ACSS2,False
MMP24,False
CEP250,False
RP3-477O4.16,False
ERGIC3,False
ROMO1,False
PHF20,False
EPB41L1,False
DLGAP4,False
MYL9,False
C20orf24,False
RPN2,False
MANBAL,False
SRC,False
NNAT,True
CTNNBL1,False
VSTM2L,True
RPRD1B,False
RALGAPB,True
SLC32A1,True
ACTR5,False
PPP1R16B,False
FAM83D,False
DHX35,False
TOP1,False
PLCG1,False
LPIN3,False
SRSF6,False
L3MBTL1,True
IFT52,False
MYBL2,True
TOX2,False
OSER1-AS1,False
GDAP1L1,False
TTPAL,False
PKIG,False
YWHAB,False
PABPC1L,False
STK4,False
PIGT,False
AL031663.2,False
WFDC2,False
DNTTIP1,False
UBE2C,True
SNX21,True
ZSWIM3,False
ZSWIM1,False
CTSA,False
PCIF1,False
SLC12A5,False
RP1-28H20.3,False
SLC2A10,False
EYA2,True
RP4-569M23.2,False
NCOA3,True
ARFGEF2,False
CSE1L,False
DDX27,False
ZFAS1,False
SLC9A8,False
RNF114,False
SNAI1,True
CEBPB,False
PTPN1,True
PARD6B,False
BCAS4,True
RP5-914P20.5,False
MOCS3,False
TSHZ2,True
PFDN4,False
DOK5,True
FAM210B,False
CSTF1,True
RTFDC1,False
FAM209B,False
TFAP2C,True
RAE1,False
RBM38,False
PCK1,True
RAB22A,False
VAPB,False
STX16-NPEPL1,False
NPEPL1,False
GNAS,False
NELFCD,False
PHACTR3,True
FAM217B,False
CDH4,True
LSM14B,False
SS18L1,False
MTG2,False
OSBPL2,False
ADRM1,False
RPS21,False
NTSR1,False
MRGBP,False
OGFR,False
COL9A3,True
GID8,False
ARFGAP1,False
PPDPF,False
C20orf195,False
CTD-3184A7.4,False
SLC2A4RG,False
TPD52L2,False
DNAJC5,False
PRPF6,False
LINC00176,False
TCEA2,False
OPRL1,False
MYT1,False
PCMTD2,False
HSPA13,False
AF127936.7,True
NRIP1,False
AP001172.2,True
BTG3,True
C21orf91,False
MRPL39,False
ATP5J,False
APP,False
CYYR1,False
ADAMTS1,True
ADAMTS5,False
N6AMT1,True
LTN1,False
RWDD2B,False
CCT8,False
GRIK1,False
TIAM1,False
AP000253.1,False
AP000254.8,False
SCAF4,False
AP000265.1,False
MIS18A,False
URB1,True
TCP10L,False
C21orf59,False
SYNJ1,False
PAXBP1,False
C21orf62,False
TMEM50B,False
DNAJC28,False
GART,False
DONSON,False
CRYZL1,False
ATP5O,False
AP000322.53,True
KCNE1,False
RCAN1,False
SETD4,False
AP000692.10,True
HLCS,False
PIGP,True
TTC3-AS1,True
DSCR3,False
KCNJ6,True
PSMG1,False
BRWD1,False
HMGN1,False
DSCAM,False
LINC00323,False
RIPK4,False
PRDM15,True
C2CD2,False
ZBTB21,False
TFF3,False
RSPH1,False
WDR4,True
CBS,False
U2AF1,False
AP001046.5,False
SIK1,False
HSF2BP,False
CSTB,False
AP001055.6,True
C21orf2,False
UBE2G2,False
SUMO3,False
PTTG1IP,False
POFUT2,False
AL592528.1,False
FTCD,True
SPATC1L,False
LSS,False
MCM3AP,False
C21orf58,True
S100B,True
AP001347.6,False
RBM11,False
USP25,False
LINC00478,True
AP000473.5,False
AP000473.8,False
CXADR,False
CHODL,True
NCAM2,True
JAM2,True
GABPA,False
USP16,False
MAP3K7CL,False
BACH1,False
GRIK1-AS1,False
AP000251.3,False
SOD1,False
AP000255.6,True
HUNK,True
MIS18A-AS1,False
C21orf119,True
EVA1C,True
PAXBP1-AS1,True
OLIG2,True
OLIG1,True
IFNAR2,False
IL10RB,False
IFNAR1,True
IFNGR2,True
SON,False
ITSN1,False
MRPS6,False
AP000318.2,False
KCNE2,False
SMIM11,False
CBR1,False
CBR3,False
DOPEY2,True
MORC3,False
CHAF1B,True
AP000704.5,False
TTC3,True
AP001432.14,False
AP001412.1,True
DYRK1A,False
