Gene,highly_variable
ZFP90,False
TANGO6,False
CIRH1A,False
SNTB2,True
VPS4A,False
NIP7,False
CYB5B,False
NFAT5,False
WWP2,False
CLEC18A,False
PDPR,False
DDX19B,False
DDX19A,False
RP11-529K1.4,False
FUK,False
SF3B3,False
RP11-49C24.1,False
IL34,False
CALB2,True
RP11-432I5.1,False
IST1,False
RP11-498D10.6,False
DHODH,False
DHX38,False
AC004158.3,True
RP5-991G20.4,False
RP11-346C20.3,False
AC140912.1,True
AC009120.10,False
PSMD7,False
RP11-252A24.3,True
ZNRF1,False
ZFP1,False
GABARAPL2,False
TERF2IP,False
MON1B,False
SYCE1L,True
NUDT7,True
VAT1L,False
WWOX,False
DYNLRB2,False
CENPN,False
ATMIN,False
RP11-303E16.5,False
RP11-303E16.7,False
GAN,True
CMIP,False
CDH13,True
RP11-483P21.3,False
HSBP1,False
OSGIN1,True
NECAB2,False
RP11-505K9.1,False
ATP2C2,False
KLHL36,False
USP10,False
KIAA0513,False
GSE1,True
COX4I1,False
IRF8,False
FOXF1,False
RP11-178L8.7,False
MAP1LC3B,False
JPH3,False
BANP,False
ZNF469,False
ZFPM1,False
ZC3H18,False
SNAI3-AS1,False
CTU2,False
CDT1,True
TRAPPC2L,False
RP11-830F9.6,True
ACSF3,False
ZNF778,False
SPG7,False
RPL13,False
SPATA33,True
CDK10,False
ZNF276,False
SPIRE2,False
TCF25,False
TUBB3-1,False
DEF8,False
GAS8,True
AC137934.1,False
RPH3AL,True
FAM101B,False
VPS53,False
GEMIN4,False
GLOD4,False
NXN,False
ABR,False
YWHAE,False
CRK,False
MYO1C,False
INPP5K,False
PITPNA,False
SLC43A2,False
SCARF1,False
RILP,False
PRPF8,False
MIR22HG,False
SMYD4,False
RTN4RL1,False
SMG6,False
TSR1,False
MNT,False
METTL16,False
CLUH,False
SPATA22,False
TAX1BP3,False
P2RX5-TAX1BP3,True
ITGAE,False
CTD-3195I5.5,False
CTD-3195I5.1,False
C17orf85,False
CAMKK1,False
ATP2A3,False
ZZEF1,False
ANKFY1,False
UBE2G1,False
PELP1,False
VMO1,False
RP11-81A22.5,False
CHRNE,False
SLC25A11,False
PFN1,False
SPAG7,False
CAMTA2,False
ZNF232,False
ZNF594,False
SCIMP,False
NUP88,False
CTC-524C5.2,False
C1QBP,False
DHX33,True
DERL2,False
NLRP1,False
PITPNM3,True
KIAA0753,False
MED31,False
SLC13A5,False
TEKT1,True
ASGR1,False
DLG4,False
DVL2,False
PHF23,False
GABARAP,False
CTD-2545G14.7,False
GPS2,False
TMEM256,False
ZBTB4,False
AC113189.5,False
SOX15,False
FXR2,False
SAT2,False
TP53,False
LSMD1,False
AC025335.1,False
KCNAB3,False
TRAPPC1,False
HES7,False
PER1,False
VAMP2,False
TMEM107,True
C17orf59,False
AURKB,True
LINC00324,False
RP11-849F2.8,True
CTC1,False
SLC25A35,False
AC135178.1,False
RPL26,False
MYH10,False
STX8,False
GAS7,True
CTC-297N7.8,False
SCO1,False
TMEM220,False
ZNF18,False
ELAC2,False
HS3ST3A1,False
PMP22,True
TEKT3,False
ZSWIM7,False
NCOR1,False
CENPV,False
RP11-138I1.4,False
FAM211A,True
ZNF287,False
ZNF624,False
MPRIP-AS1,False
PLD6,False
COPS3,False
RASD1,True
PEMT,False
SREBF1,False
TOM1L2,False
ATPAF2,False
FLII,False
TOP3A,False
SHMT1,False
ZNF286B,False
GRAP,False
SNORD3B-2,True
SNORD3D,False
RP11-135L13.4,False
B9D1,False
MFAP4,True
CTB-187M2.2,False
ULK2,False
AKAP10,False
RP11-209D14.2,False
USP22,False
TMEM11,False
C17orf103,False
C17orf51,False
IFT20,False
POLDIP2,False
SLC46A1,False
PIGS,False
SPAG5,False
KIAA0100,False
SDF2,False
PROCA1,False
RAB34,False
TLCD1,False
FAM222B,False
FLOT2,False
DHRS13,False
PHF12,False
SEZ6,True
MYO18A,False
NUFIP2,False
ABHD15,False
GIT1,False
SSH2,False
BLMH,False
CRLF3,True
TEFM,False
COPRS,False
UTP6,False
C17orf75,False
MYO1D,False
ASIC2,True
CCT6B,False
RFFL,True
RAD51D,False
NLE1,False
SLFN12,False
PEX12,False
MMP28,False
RDM1,False
CCL3,True
MYO19,False
ACACA,True
SYNRG,False
DDX52,False
SRCIN1,False
C17orf96,False
PCGF2,False
PIP4K2B,False
CWC25,False
RPL23,False
CACNB1,False
STAC2,True
RP11-690G19.3,True
FBXL20,False
MED1,False
NEUROD2,True
PGAP3,False
MIEN1,False
GSDMB,True
ORMDL3,False
MED24,False
NR1D1,False
CTD-2267D19.2,False
TOP2A,True
SMARCE1,False
KRT10,False
KRT23,False
KRT34,False
KRT31,True
KRT13,False
KRT19,True
LEPREL4,False
NT5C3B,False
KLHL11,False
ACLY,False
DNAJC7,False
ZNF385C,False
DHX58,False
KAT2A,False
RAB5C,False
HCRT,False
GHDC,False
STAT5B,True
STAT3,True
PTRF,True
RP11-400F19.6,False
PSMC3IP,True
FAM134C,False
PLEKHH3,False
CCR10,False
EZH1,False
COA3,False
BECN1,False
VAT1,True
BRCA1,False
ETV4,False
DUSP3,False
MPP3,False
MPP2,False
TMEM101,False
LSM12,False
HDAC5,False
ASB16-AS1,False
ATXN7L3,False
UBTF,False
AC003102.3,False
SLC25A39,False
FAM171A2,False
ITGA2B,False
GPATCH8,False
CCDC43,False
GJC1,True
EFTUD2,False
KIF18B,False
C1QL1,False
DCAKD,False
PLCD3,False
AC002117.1,False
CTD-2020K17.4,False
ARHGAP27,False
PLEKHM1,False
MAPT-AS1,True
KANSL1,False
ARL17B,False
WNT3,False
RPRML,True
CDC27,False
RP11-290H9.4,False
RP11-580I16.2,False
OSBPL7,False
MRPL10,False
SCRN2,True
CBX1,False
SNF8,False
RP11-501C14.5,False
ZNF652,False
PHB,False
SPOP,False
SLC35B1,False
FAM117A,False
SAMD14,False
PPP1R9B,False
MRPL27,False
LRRC59,False
ANKRD40,False
TOB1,True
SPAG9,False
MBTD1,False
CA10,True
COX11,False
MMD,False
TMEM100,True
C17orf67,False
TRIM25,False
COIL,False
RP11-166P13.4,True
MRPS23,False
CUEDC1,False
VEZF1,False
SRSF1,True
MKS1,False
BZRAP1,False
SUPT4H1,False
MTMR4,False
SEPT4,False
TRIM37,False
SKA2,False
PTRH2,True
TUBD1,False
RNFT1,False
HEATR6,False
USP32,False
APPBP2,False
NACA2,False
BRIP1,False
INTS2,False
MED13,False
CYB561,False
LIMD2,False
STRADA,False
CCDC47,False
FTSJ3,False
SMARCD2,False
ERN1,True
TEX2,False
POLG2,False
DDX5,False
SMURF2,False
LRRC37A3,False
GNA13,False
AXIN2,False
CEP112,False
HELZ,False
PSMD12,False
C17orf58,False
SLC16A6,False
WIPI1,False
ABCA5,False
KCNJ2-AS1,True
RP11-238F2.1,False
AC005152.3,False
LINC00511,False
SLC39A11,False
FAM104A,False
CDC42EP4,True
SDK2,False
CTD-2514K5.2,False
BTBD17,True
NAT9,False
FDXR,False
HID1,False
ATP5H,False
NT5C,False
HN1,True
SUMO2,False
GGA3,False
MIF4GD,False
SLC25A19,False
GRB2,False
CASKIN2,False
RECQL5,False
GALK1,False
H3F3B,True
WBP2,False
TRIM47,False
TRIM65,False
ACOX1,False
SRP68,False
EXOC7,False
FOXJ1,True
RNF157,False
QRICH2,False
PRPSAP1,False
UBE2O,False
ST6GALNAC2,True
MXRA7,False
JMJD6,False
SRSF2,False
RP11-936I5.1,True
TK1,False
SOCS3,True
CYTH1,True
USP36,False
TIMP2,False
LGALS3BP,True
CANT1,False
RBFOX3,True
CBX8,True
CBX4,False
TBC1D16,False
EIF4A3,False
RP11-334C17.5,True
CTD-2047H16.4,False
NPTX1,True
CTD-2561B21.11,False
BAIAP2-AS1,False
AATK,True
AZI1,False
ENTHD2,False
SLC38A10,False
ACTG1,False
C17orf70,False
NPLOC4,False
OXLD1,False
ARL16,False
RP13-1032I1.7,False
FAM195B,False
P4HB,False
ARHGDIA,False
RP11-498C9.15,False
ALYREF,False
PCYT2,False
SIRT7,False
MAFG,False
PYCR1,False
STRA13,False
DCXR,True
RFNG,False
DUS1L,False
FASN,False
CCDC57,True
CSNK1D,True
OGFOD3,False
C17orf62,False
RP13-638C3.4,True
WDR45B,False
RAB40B,False
RP11-388C12.1,False
B3GNTL1,False
C17orf97,False
FAM57A,False
RNMTL1,False
TIMM22,False
RP11-818O24.3,True
PITPNA-AS1,False
WDR81,False
SERPINF1,False
RPA1,True
HIC1,False
SRR,False
SGSM2,False
PAFAH1B1,False
RP11-74E22.3,False
RAP1GAP2,False
CTNS,False
EMC6,False
GSG2,False
CYB5D2,False
SPNS2,False
RP11-314A20.2,False
ARRB2,False
MED11,False
PSMB6,False
PLD2,False
MINK1,False
C17orf107,False
GP1BA,True
RNF167,False
ENO3,False
RP5-1050D4.3,True
RP5-1050D4.5,False
KIF1C,False
ZFP3,False
RP11-333E1.1,True
RABEP1,False
RPAIN,False
MIS12,False
WSCD1,True
FAM64A,True
TXNDC17,False
C17orf100,False
C17orf49,True
SLC16A13,False
ACADVL,False
ELP5,False
EIF5A,False
ACAP1,False
KCTD11,False
NLGN2,False
FGF11,False
CHRNB1,False
POLR2A,True
SENP3,False
EIF4A1,False
CD68,False
MPDU1,False
ATP1B2,False
WRAP53,False
EFNB3,False
KDM6B,True
TMEM88,True
CYB5D1,False
CHD3,True
CNTROB,False
PFAS,False
RANGRF,False
NDEL1,True
NTN1,True
WDR16,False
AC000003.2,False
ADPRM,False
SHISA6,False
MAP2K4,False
ARHGAP44,False
COX10,False
AC005224.2,True
HS3ST3B1,False
ADORA2B,True
TTC19,False
UBB,False
CCDC144A,True
MPRIP,False
NT5M,False
MED9,False
RAI1,False
LRRC48,False
GID4,False
DRG2,False
MYO15A,False
ALKBH5,False
LLGL1,False
MIEF2,False
RP1-178F10.3,False
TRIM16L,False
TVP23B,False
PRPSAP2,False
EPN2,False
MAPK7,False
RNF112,False
AC004448.2,False
ALDH3A2,False
SPECC1,True
AC087393.1,True
DHRS7B,False
MAP2K3,False
MTRNR2L1,False
WSB1,False
RP11-173M1.8,False
RP11-138P22.1,False
NLK,False
TMEM97,True
TNFAIP1,False
TMEM199,False
SARM1,False
CTD-2350C19.1,False
CTD-2350C19.2,False
RP11-192H23.6,False
SUPT6H,False
RPL23A,False
NEK8,True
TRAF4,False
ERAL1,False
PIPOX,False
TAOK1,False
TP53I13,False
RP11-82O19.1,False
NSRP1,True
RP11-354P11.2,True
CPD,True
GOSR1,False
CTD-2349P21.5,False
CTD-2349P21.9,False
ATAD5,True
RNF135,False
NF1,False
RAB11FIP4,True
SUZ12,False
LRRC37B,False
RHOT1,False
RHBDL3,False
ZNF207,False
RP11-227G15.8,False
PSMD11,False
CDK5R1,False
AC084809.3,False
TMEM98,False
CCL2,True
TMEM132E,False
ZNF830,False
LIG3,False
SLFN5,False
RP11-1094M14.11,False
AP2B1,False
RASL10B,False
C17orf50,False
TAF15,False
CCL4,True
ZNHIT3,False
PIGW,False
GGNBP2,False
DHRS11,False
MRM1,False
LHX1,True
AATF,False
TADA2A,False
DUSP14,False
RP11-697E22.1,True
MRPL45,False
SOCS7,False
ARHGAP23,False
CTB-58E17.1,False
MLLT6,True
CISD3,False
PSMB3,False
LASP1,False
LINC00672,False
RPL19,False
CDK12,True
AC087491.2,False
PPP1R1B,True
STARD3,False
TCAP,False
PNMT,True
ERBB2,False
PSMD3,True
THRA,False
MSL1,False
CASC3,False
RAPGEFL1,False
WIPF2,False
CDC6,False
CTD-2267D19.6,False
RARA,True
IGFBP4,False
TMEM99,True
EIF1,False
FKBP10,True
CNP,False
NKIRAS2,False
HSPB9,False
ATP6V0A1,False
NAGLU,False
HSD17B1,False
COASY,False
MLX,False
TUBG1,False
TUBG2,False
CTD-3193K9.4,False
RAMP2,True
VPS25,False
CNTD1,False
PSME3,False
AOC2,False
RUNDC1,False
RPL27,False
IFI35,False
RND2,True
NBR1,False
ARL4D,True
DHX8,False
RP11-527L4.2,False
NAGS,False
G6PC3,False
RP11-546M21.6,False
C17orf53,False
ASB16,True
TMUB2,False
RP5-882C2.2,True
RUNDC3A,False
GRN,False
FZD2,False
DBF4B,False
ADAM11,False
NMT1,False
ACBD4,False
HEXIM1,False
HEXIM2,False
FMNL1,False
RP11-798G7.6,True
CRHR1,False
MAPT,True
RP11-669E14.6,False
KANSL1-AS1,False
LRRC37A2,True
NSF,False
EFCAB13,False
NPEPPS,False
KPNB1,False
TBKBP1,False
SP2,False
PNPO,False
CDK5RAP3,False
NFE2L1,False
SNX11,False
CALCOCO2,False
ATP5G1,False
UBE2Z,False
IGF2BP1,False
NGFR,True
KAT7,False
ITGA3,False
PDK2,False
EME1,False
ACSF2,False
RSAD1,False
SPATA20,False
CACNA1G,False
RP11-294J22.6,True
LUC7L3,False
WFIKKN2,False
NME1,False
UTP18,False
TOM1L1,False
STXBP4,False
CTC-462L7.1,True
HLF,False
ANKFN1,False
NOG,True
DGKE,False
SCPEP1,False
AKAP1,True
MSI2,True
DYNLL2,False
RAD51C,False
PPM1E,False
AC099850.1,False
PRR11,True
SMG8,False
GDPD1,False
YPEL2,False
DHX40,True
CLTC,False
VMP1,False
RPS6KB1,False
PPM1D,False
BCAS3,False
METTL2A,False
TLK2,False
MRC2,True
TANC2,False
DCAF7,False
TACO1,False
MAP3K3,False
DDX42,False
PSMC5,False
C17orf72,False
SNORA76,False
CEP95,False
RP11-927P21.1,False
RP11-160O5.1,False
RGS9,False
PRKCA,False
CACNG4,True
RP11-401F2.3,True
PITPNC1,False
NOL11,False
BPTF,False
KPNA2,True
AMZ2,False
ARSG,False
PRKAR1A,False
MAP2K6,False
RP1-193H18.2,False
KCNJ2,True
SOX9,True
SSTR2,True
RP11-143K11.1,False
COG1,False
C17orf80,False
RPL38,False
TTYH2,False
KIF19,True
SLC9A3R1,True
TMEM104,False
CDR2L,False
ICT1,False
KCTD2,False
ARMC7,False
NUP85,False
MRPS7,False
KIAA0195,False
TSEN54,False
SAP30BP,False
UNK,False
TEN1,False
CDK3,False
RNF157-AS1,False
UBALD2,False
SPHK1,True
PRCD,True
RP11-318A15.2,True
METTL23,False
MFSD11,False
MGAT5B,False
SEC14L1,False
SEPT9,False
TNRC6C,False
AFMID,False
BIRC5,True
ENGASE,False
CTD-2116F7.1,True
CBX2,True
CCDC40,True
GAA,False
SLC26A11,False
RNF213,False
ENDOV,False
RPTOR,False
BAIAP2,False
C17orf89,False
RP11-1055B8.7,False
CCDC137,False
SLC25A10-1,True
ANAPC11,False
NPB,False
MAFG-AS1,False
ASPSCR1,False
LRRC45,False
RAC3,False
RP13-650J16.1,False
GPS1,False
RP13-516M14.1,False
HEXDC,False
NARF,False
FOXK2,True
FN3K,False
TBCD,False
METRNL,False
AC144831.1,False
THOC1,False
C18orf56,False
ENOSF1,False
YES1,False
METTL4,False
LPIN2,False
RP13-270P17.3,False
RP13-270P17.1,False
DLGAP1,False
C18orf42,True
ZBTB14,False
EPB41L3,True
TMEM200C,True
L3MBTL4,False
RP11-91I8.3,False
LAMA1,False
RP11-789C17.3,False
RP11-674N23.1,False
RP11-143J12.2,False
PPP4R1,False
PIEZO2,False
MPPE1,False
AFG3L2,False
SPIRE1,True
CEP76,False
PTPN2,False
FAM210A,False
ZNF519,False
ROCK1,False
ESCO1,True
ABHD3,True
MIR1-2,True
TMEM241,False
NPC1,False
ANKRD29,False
OSBPL1A,False
ZNF521,True
SS18,True
KCTD1,False
AQP4,False
CDH2,False
B4GALT6,False
TRAPPC8,False
RP11-53I6.4,False
KLHL14,False
CCDC178,False
NOL4,True
ZSCAN30,False
ZNF24,False
ZNF396,True
INO80C,True
RPRD1A,True
SLC39A6,False
TPGS2,False
CELF4,True
LINC00669,False
RIT2,True
SYT4,True
RP11-456K23.1,False
EPG5,False
PSTPIP2,False
ATP5A1,False
ST8SIA5,False
RP11-687F6.1,False
PIAS2,False
HDHD2,False
IER3IP1-1,False
SMAD2,False
SMAD7,False
DYM,False
C18orf32,False
RPL17-C18orf32,True
RPL17,False
ACAA2,False
MYO5B,False
CCDC11,False
MBD1,False
CXXC1,False
MEX3C,False
MBD2,False
STARD6,False
TCF4,True
RP11-397A16.2,True
TXNL1,False
FECH,False
NARS,False
LMAN1,False
RNF152,False
PIGN,False
BCL2,True
KDSR,False
VPS4B,False
DSEL,True
TMX3,False
RTTN,False
CBLN2,True
NETO1,True
FBXO15,False
CYB5A,False
FAM69C,False
LINC00909,False
ZADH2,True
ZNF516,True
RP11-162A12.2,True
RP11-849I19.1,True
PQLC1,False
TXNL4A,False
PARD6G,False
USP14,False
CLUL1,False
TYMS,True
RP11-672L10.6,True
ADCYAP1,False
NDC80,True
SMCHD1,False
EMILIN2,False
MYL12A,False
MYL12B,False
TGIF1,True
DLGAP1-AS1,False
DLGAP1-AS2,False
LINC00667,False
ARHGAP28,False
PTPRM,False
RAB12,True
SOGA2,False
NDUFV2,False
ANKRD12,False
TWSG1,False
RALBP1,False
RP11-692N5.1,False
RAB31,True
VAPA,False
APCDD1,False
NAPG,False
GNAL,True
CHMP1B,False
RP11-820I16.4,False
IMPA2,False
TUBB6,False
SLMO1,False
AP005482.1,False
PSMG2,False
SEH1L,False
CEP192,False
LDLRAD4,False
RNMT,False
GREB1L,False
SNRPD1,False
RP11-13N13.2,False
MIB1,False
RBBP8,False
RIOK3,False
C18orf8,False
LAMA3,True
TTC39C,False
CABYR,False
IMPACT,False
TAF4B,False
AC015933.2,False
DSG2,False
TTR,True
RP11-549B18.1,False
RP11-326K13.4,False
RNF125,False
RNF138,False
ASXL3,True
DTNA,False
MAPRE2,False
ZNF397,False
GALNT1,False
RP11-873E20.1,False
C18orf21,False
ELP2,False
MOCOS,False
FHOD3,False
KIAA1328,True
RP11-95O2.5,False
PIK3C3,False
SETBP1,False
HAUS1,False
C18orf25,False
RNF165,False
KATNAL2,False
CTIF,False
LIPG,True
SKA1,False
MAPK4,False
ME2,False
SMAD4,False
DCC,True
POLI,False
C18orf54,False
RAB27B,False
RP11-619L19.2,False
WDR7,False
ONECUT2,True
RP11-35G9.3,True
NEDD4L,False
MALT1,False
RP11-108P20.1,True
ZNF532,False
SEC11C,False
GRP,False
PMAIP1,True
CDH20,True
KIAA1468,False
TNFRSF11A,False
ZCCHC2,False
PHLPP1,True
RP11-635N19.1,False
HMSD,False
SERPINB8,True
CDH7,True
CCDC102B,False
DOK6,True
SOCS6,False
TIMM21,False
CNDP2,False
ZNF407,False
TSHZ1,True
RP11-94B19.3,False
RP11-17M16.2,False
RP11-17M16.1,False
ZNF236,False
SALL3,False
ATP9B,False
CTDP1,False
RBFA,True
PPAP2C,False
MIER2,False
C2CD4C,False
SHC2,False
AC009005.2,True
POLRMT,False
RNF126,False
LPPR3,False
MED16,False
R3HDM4,False
TMEM259,False
POLR2E,False
SBNO2,True
C19orf26,False
GAMT,False
C19orf25,False
PCSK4,True
MEX3D,False
AC005943.5,False
MBD3,False
UQCR11-1,False
TCF3,True
REXO1,False
KLF16,False
CTB-31O20.2,False
ABHD17A,False
BTBD2,False
MKNK2,False
MOB3A,False
AP3D1,False
PLEKHJ1,False
LSM7,False
TIMM13,False
LMNB2,False
GNG7,False
DIRAS1,False
SGTA,False
ZNF77,True
TLE2,False
AES,False
DOHH,False
CACTIN,False
PIP5K1C,False
APBA3,False
MATK,False
ZFR2,True
DAPK3,False
EEF2,False
AC016586.1,True
ZBTB7A,True
MAP2K2,False
SIRT6,False
STAP2,False
AC007292.3,False
SH3GL1,False
UBXN6,False
CTB-50L17.16,True
PLIN5,True
SEMA6B,False
C19orf10,False
DPP9,False
AC005523.2,False
TICAM1,False
PLIN3,True
PTPRS,True
TINCR,False
SAFB2,False
C19orf70,False
LONP1,False
PRR22,True
DUS3L,False
NDUFA11,False
AC104532.4,False
RANBP3,False
RFX2,False
CTC-503J8.6,True
PSPN,False
GTF2F1,False
KHSRP,False
SLC25A23,False
TUBB4A,False
GPR108,False
INSR,True
PEX11G,True
XAB2,False
FCER2,False
CTD-3193O13.9,False
AC010336.1,False
CTD-3193O13.13,False
CTXN1,False
TIMM44,False
ELAVL1,False
FBN3,False
CD320,False
NDUFA7-1,False
RAB11B-AS1,False
ZNF414,False
MYO1F,False
ADAMTS10,False
ZNF558,False
ZNF699,False
ZNF266,False
ZNF426,False
ZNF121,False
ZNF561,True
ZNF562,False
ZNF812,False
ZNF846,False
FBXL12,False
OLFM2,False
EIF3G,False
DNMT1,False
ZGLP1,True
RAVER1,True
ICAM3,False
TYK2,False
CDC37,False
KEAP1,False
KRI1,False
CDKN2D,False
ILF3-AS1,False
TMED1,False
YIPF2,False
SPC24,False
KANK2,False
RAB3D,False
TMEM205,False
EPOR,False
CCDC151,False
ELAVL3,True
ECSIT,False
ELOF1,False
ZNF823,False
ZNF433,False
ZNF20,False
ZNF44,True
ZNF563,False
CTD-3105H18.13,False
ZNF442,False
CTD-3105H18.14,False
ZNF490,False
WDR83OS,False
DHPS,False
CTD-2192J16.26,False
FBXW9,True
TNPO2,False
C19orf43,False
HOOK2,False
PRDX2,False
DNASE2,False
KLF1,False
SYCE2,False
FARSA,False
CTC-425F1.4,True
GADD45GIP1,False
LYL1,False
TRMT1,False
STX10,False
CACNA1A,False
MIR24-2,True
C19orf57,True
RFX1,False
PALM3,False
SAMD1,False
PRKACA,False
ASF1B,False
LPHN1,False
DDX39A,False
GIPC1,False
DNAJB1,True
NDUFB7,False
SLC1A6,False
ILVBL,False
NOTCH3,False
AC004257.1,False
EPHX3,True
AC004257.3,False
BRD4,False
AKAP8,False
AKAP8L,False
WIZ,False
EPS15L1,False
SLC35E1,False
SMIM7,False
CPAMD8,False
HAUS8,False
NR2F6,False
ABHD8,False
ANO8,False
BST2,False
TMEM221,False
CTD-3131K8.2,True
UNC13A,False
RAB3A,True
KIAA1683,False
JUND,True
LSM4,False
ISYNA1,True
ELL,False
FKBP8,False
AC005253.2,False
CERS1,False
COPE,False
SUGP2,False
TMEM161A,False
NR2C2AP,False
HAPLN4,False
TM6SF2,False
SUGP1,False
TSSK6,False
PBX4,False
LPAR2,False
GMIP,False
ATP13A1,False
ZNF14,False
ZNF506,False
ZNF682,False
CTC-260E6.6,False
ZNF737,False
ZNF626,False
ZNF708,True
RP11-678G14.2,True
ZNF100,False
ZNF43,False
ZNF98,False
ZNF724P,False
RP11-15H20.7,False
ZNF91,False
CTB-175P5.4,True
ZNF675,False
ZNF681,False
LINC00662,False
UQCRFS1,False
C19orf12,False
TSHZ3,True
ANKRD27,False
CTD-2538C1.2,False
SLC7A9,False
CTD-2085J24.4,False
CEP89,False
RHPN2,True
SLC7A10,False
CEBPA,True
PEPD,False
SCGB1B2P,True
ZNF599,False
ZNF792,False
LGI4,True
AD000090.2,False
IGFLR1,False
U2AF1L4,False
HSPB6,False
NFKBID,False
TYROBP,True
ALKBH6,False
CLIP3,False
THAP8,False
POLR2I,False
COX7A1,True
ZNF565,False
LINC00665,False
ZFP14,False
ZFP82,True
ZNF566,False
ZNF260,False
ZNF529,False
ZNF461,False
AC074138.3,False
ZNF790,False
ZNF829,False
ZNF585A,False
ZNF569,False
CTD-3064H18.1,False
CTD-3064H18.4,True
ZFP30,False
ZNF781,False
ZNF607,False
CTD-2528L19.6,False
DPF1,True
PPP1R14A,True
YIF1B,False
GGN,True
MAP4K1,True
CAPN12,True
ECH1,False
HNRNPL,False
RINL,False
SIRT2,False
CCER2,True
SARS2,False
LRFN1,False
GMFG,True
PAF1,False
RPS16,False
EID2B,False
EID2,False
DYRK1B,False
FBL,False
FCGBP,False
ZNF780B,False
ZNF780A,False
TTC9B,True
AKT2,False
C19orf47,False
PRX,False
SERTAD1,False
SERTAD3,False
BLVRB,False
NUMBL,False
ADCK4,False
C19orf54,False
B9D2,False
EXOSC5,False
ATP5SL,False
RABAC1,False
ATP1A3,True
GRIK5,False
POU2F2,True
DEDD2,False
GSK3A,False
PAFAH1B3,False
CNFN,False
LIPE,False
LYPD3,False
PHLDB3,False
ETHE1,False
XRCC1,False
IRGQ,False
ZNF428,False
CADM4,False
PLAUR,False
SMG9,False
LYPD5,True
ZNF404,False
RP11-15A1.3,False
ZNF45,False
RP11-15A1.7,True
AC084219.4,False
ZNF112,False
AC069278.4,False
ZNF180,False
ZNF296,False
CTB-179K24.3,False
AC005757.6,False
TRAPPC6A,False
ERCC2,False
PPP1R13L,False
ERCC1,False
RTN2,False
OPA3,False
EML2,False
SNRPD2,False
FBXO46,False
SIX5,False
DMPK,False
DMWD,False
SYMPK,False
IRF2BP1,False
MYPOP,False
NOVA2,True
CCDC8,False
PNMAL1,False
PPP5D1,False
GNG8,True
DACT3,False
PRKD2,False
STRN4,False
SLC1A5,False
AP2S1,False
TMEM160,False
ZC3H4,True
BBC3,True
MEIS3,False
SLC8A2,False
KPTN,False
NAPA,True
PLA2G4C,False
LIG1,True
CARD8,False
CCDC114,True
TMEM143,False
KDELR1,False
LMTK3,False
CTC-273B12.10,False
RPL18,False
DBP,False
CA11,False
MAMSTR,False
RASIP1,False
BCAT2,False
HSD17B14,False
PLEKHA4,False
GYS1,False
C19orf73,False
SLC6A16,False
TEAD2,True
PTH2,False
SLC17A7,True
PIH1D1,False
NOSIP,False
RRAS,False
IRF3,False
FUZ,True
PTOV1-AS1,False
PNKP,False
AKT1S1,False
VRK3,False
KCNC3,False
FAM71E1,False
JOSD2,False
ASPDH,False
LRRC4B,False
SHANK1,False
C19orf48,True
CTU1,False
VSIG10L,False
ETFB,True
AC018755.1,False
ZNF577,False
ZNF649,False
ZNF350,False
ZNF615,False
ZNF614,False
ZNF432,False
ZNF841,False
ZNF616,False
ZNF836,False
ZNF83,False
ZNF611,False
ZNF28,False
ZNF320,False
ZNF816,False
ZNF160,False
ZNF415,False
ZNF665,False
ZNF677,False
TFPT,False
LENG1,False
MBOAT7,False
LILRB3,False
CTD-2587H19.3,True
AC008746.12,False
LENG8-AS1,False
LENG9,False
CDC42EP5,True
RDH13,False
PPP1R12C,True
TNNT1,False
TNNI3,True
SYT5,True
TMEM86B,False
PPP6R1,False
HSPBP1,False
COX6B2,False
IL11,True
UBE2S,True
SHISA7,False
ISOC2,False
CTD-2537I9.5,False
ZNF579,False
FIZ1,False
ZNF784,False
ZNF787,False
ZSCAN5A,False
ZNF582,False
ZNF667,True
AC005498.3,False
AC007228.11,False
ZNF835,False
AC007228.9,False
ZIM2,False
PEG3,False
CTC-444N24.6,False
CTC-444N24.13,False
ZNF550,False
ZNF416,False
AC004017.1,False
ZNF154,False
ZNF671,False
ZNF552,True
ZNF814,True
ZNF418,False
ZNF256,False
C19orf18,False
ZNF606,False
ZSCAN18,False
ZNF329,False
CTD-3138B18.5,False
A1BG,False
ZNF497,False
ZNF837,False
CTD-2619J13.14,True
CTD-2619J13.17,True
ZNF132,False
SLC27A5,False
ZBTB45,False
CHMP2A,False
UBE2M,False
MZF1,False
MADCAM1,False
TPGS1,False
CDC34,False
BSG,False
HCN2,False
FSTL3,True
PALM,False
MISP,False
PTBP1,True
AZU1,False
CFD,True
ARID3A,False
WDR18,False
CNN2,True
ABCA7,False
GPX4,False
STK11,False
AC004221.2,True
ATP5D,False
MIDN,False
CIRBP,False
C19orf24,False
MUM1,False
NDUFS7,False
DAZAP1,False
RPS15,False
AC027307.3,False
APC2,False
REEP6,False
CTB-25B13.9,True
SCAMP4,False
CSNK1G2,False
AC005306.3,False
IZUMO4,False
DOT1L,True
SF3A2,False
AMH,True
OAZ1,False
GADD45B,True
THOP1,False
ZNF554,False
ZNF555,False
ZNF57,False
TLE6,False
GNA11,False
NCLN,False
CELF5,True
NFIC,False
FZR1,False
HMG20B,False
MRPL54,False
ATCAY,False
PIAS4,False
CCDC94,False
SHD,False
FSD1,False
MPND,False
CHAF1A,False
CTB-50L17.9,False
